ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
1105,1/17/2021 15:54:16,"Sí, autorizo.",Hombre,Masculino,X de Los Lagos,Sur,1962,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,ciencias del mar,"transversal  a la sociedad, es algo fundacional que debe desplegarse también en la ciencia, justicia y oportunidades.",TRUE,-,-,-,-,-,TRUE,-,-,-,-,TRUE,TRUE,-,-,-,-,-,desplegar medidas de acceso a las regiones y al mundo rural de las regiones ,-,-,TRUE,-,-,-,-,-,-,-,-,importante incorporarla desde el colegio y con enfasis en la universidad pregrado ,-,TRUE,-,-,-,-,-,-,-,-,Un plan con responsable  acciones   metas y monitoreo  Con enfasis en los centros de investigacion con metas propias ,-,-,-,-,-,-,-,-,-,-
1106,1/17/2021 16:01:43,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1996,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Médicas y de la Salud,,sí,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Educacion con perspectiva de genero desde fase temprana con enfasis en derribar estereotipos de genero clasicos que perpetuan una baja participacion de la mujer en ciencia  
Realizar programas escolares que fomenten el acercamiento a la ciencia de forma paritaria  acercando a los jovenes a la ciencia  el conocimiento y tambien a la universidad  centros donde se realiza ciencia   
Educar a profesores de colegio  docentes universitarios  tutores  alumnos en relacion la discriminacion y a las desigualdades de genero  ya sea mediante la propaga  cursos de formacion o bien estableciendo dentro de las mallas universitarias topicos relacionados con esta tematica    ",TRUE,-,TRUE,TRUE,TRUE,TRUE,TRUE,-,-,-,-,En mi opinion personal creo que la mejor forma es educar y transmitir la informacion con evidencia y resaltar la importancia que tiene la participacion de grupos marginados en la investigacion  ademas de la explicacion de porque no sucede  tambien generar instancias de reflexion entre alumnos  academicos  profesores  cursos de formacion  jornadas de presentacion de investigadoras en donde se visibilice el problema ,-,TRUE,TRUE,-,-,-,-,TRUE,TRUE,-,Fomentar la participacion de mujeres en ciencia con cargos  educar a sus academicos y alumnos en temas relacionados con la igualdad de genero y la discriminacion  explicando el fenomeno y sus repercusiones  ya que muchos ven como un ataque estas politicas porque no entienden las razones existentes detras de esto y creen que a las mujeres se les da cargo solo porque son mujeres aunque sean   peores investigadoras   ,-,TRUE,TRUE,TRUE,TRUE,-,TRUE,TRUE,-,-
1107,1/17/2021 16:07:39,"Sí, autorizo.",Hombre,Masculino,XII de Magallanes,Austral,1983,"Investigación y desarrollo (I+D), Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Universidad,Ciencias Sociales,Socioecologia,"Para generar las mismas oportunidades para todas y todos, y cambiar la egomanía histórica patriarcal que se observa en ciencia y en las universidades ",TRUE,-,-,-,-,-,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,Que cargos de poder y toma de decisiones puedan ser compartidos similarmente en terminos de porcentaje entre mujeres y hombres ,-,-,-,-,-,-,TRUE,-,-,-,-,Generar y promover incentivos a desarrollar investigaciones con una dimension de genero  Esto puede llevarse a la practica en la formulacion de proyectos de investigacion  Ademas creo que es necesario generar mecanismos en que puestos de toma de decisiones sean equitativos en la investigacion y en especial en regiones ,-,-,TRUE,-,-,-,TRUE,-,-,-,Hay diferentes acciones desde especificas a generales  pero me gustaria enfocarme en una  que es la adquisicion de cargos de rectores y vicerrectores en universidades estatales  En esta esfera se deberia generar una politica de igual de genero en la conformacion de estos puestos de poder  Hoy los consejos de rectores y los consejos directivos dentro de las universidades son un simbolo hecho carne del patriarcado cientifico y educativo ,-,TRUE,TRUE,TRUE,-,-,-,-,-,-
1108,1/17/2021 16:14:52,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1973,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,Educación ,"Porque el talento no depende del género y debido a los sesgos de género no están todos los géneros representados, en particular las mujeres ",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,En educacion es clave  pues las brechas de genero se instalan tempranamente  siendo la educacion un reproductor de desigualdades que se intensifican a medida que aumenta la trayectoria escolar  academica y profesional ,-,TRUE,-,-,-,TRUE,-,-,-,-,Deberia haber transparencia de sueldos respecto de genero y categoria academica  en el caso de las universidades  Deberian haber programas de accion afirmativa para aumentar la proporcion de mujeres que estudian carreras del ambito STEM  En la formacion de profesores la perspectiva de genero deberia ser un eje que recorre toda la formacion  con especial enfasis en las disciplinas cientificas y matematicas  Deberia promoverse mayor equidad de genero en la direccion de centros cientificos o direccion de proyectos ,-,TRUE,-,-,-,-,-,TRUE,-,TRUE
1109,1/17/2021 16:15:41,"Sí, autorizo.",Hombre,Masculino,XII de Magallanes,Austral,1982,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Ciencias Ambientales,Es una obligación ética,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Todas las mencionadas,-,-,-,-,-,-,-,-,-,-,-,Obligando o haciendo preferencia a los incentivos  becas y salarios enfocados en mujeres,-,-,-,-,-,-,-,-,-,-,Transparencia total y expedita en los procesos de evaluacion  ,-,-,-,-,-,-,-,-,-,TRUE
1110,1/17/2021 16:23:29,"Sí, autorizo.",Mujer,Femenino,X de Los Lagos,Sur,1979,"Investigación y desarrollo (I+D), Divulgación/comunicación científica",Universidad,Ciencias Naturales y Exactas,Microbiología Molecu,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Que hayan reglas de equidad de genero en los concursos publicos  que no cuenten los años de embarazo y Post natal en donde la mujer no publico articulos cientificos ,-,-,TRUE,-,-,-,-,-,-,-,-,Incorporando reglas en las bases de los concursos  De lo contrario seguiremos postergadas bajo el alero masculino ,-,-,-,-,-,-,-,-,-,-,Incorporar reglas de equidad de genero en las bases de los concursos de investigacion y cargos academicos  ,-,TRUE,TRUE,-,-,-,-,-,-,-
1111,1/17/2021 16:27:40,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1987,"Investigación y desarrollo (I+D), Administración en entidades ejecutoras de I+D",Centro de investigación financiado publicamente,Ciencias Naturales y Exactas,ecologia,"producto de la desigualdad que significa ser mujer en el hoy, frente a temas de maternidad, estereotipos y acceso, como también para generar espacios horizontales para acceder a los espacios dada las capacidades ",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,frente al acceso  modificar los textos escolares y material de trabajo desde la primera infancia  donde se elimine los patrones de genero que estereotipan a cada persona  esto se sumo a la modifican de mas mallas curriculares en las cuales se incorpore el genero como estrategia transversal dentro de la enseñanza  frente al desarrollo  identificar prioridades nacionales y generar instancias de capacitacion para responderlas  facilitando la insercion laboral fuera de la academia  centros de investigacion y otros instituciones del desarrollo del conocimiento  estimular la autogestion frente a la innovacion y el desarrollo de empresas de base tecnologica  Liderazgo,-,-,TRUE,TRUE,-,-,TRUE,-,-,-,TRUE,aboliendo el sistema de contratacion a honorario  pasando a un sistema que entregue seguridad laboral  permisos de maternidad  sistemas de salud  seguro de desempleo  es decir genera una estructura que aunque sea anual  de seguridad de trabajo  incorporando medidas que reconozcas las distintas formas del hacer ciencia  para que el ranking o medicion de una persona que hace ciencia  no sea principalmente las publicaciones cientificas  si no en comprender la complejidad de areas y objetivos en las cuales se desempeñan las mujeres ,-,-,-,TRUE,-,-,-,-,-,-,levantar informacion frente a la realidad de cada genero en la institucion  lineas de accion  seguridad laboral  proyecciones  equipos de trabajo y definir o identificar quienes son los y las miembros de este sistema CTCI  ya que si son solo investigadxs  seguiremos en las mismas condiciones  ,-,-,-,-,TRUE,-,TRUE,-,-,-
1112,1/17/2021 16:51:07,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1957,Empresario,Oficina,Humanidades y Artes,Publicidad ,No lo creo ,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,Igualdad de oportunidades  seleccion por meritos ,-,-,TRUE,-,-,-,-,-,-,-,-,Perspectiva de genero trata de igualar la cancha creando incentivos perversos  error  libertad  seleccion natural  pero mucho antes   entrega de valores  principios y realce de virtudes dentro de la educacion  en todos los niveles,-,TRUE,-,-,TRUE,-,-,-,-,-,Libertad  igualdad de oportunidades,-,TRUE,-,-,-,-,-,-,-,-
1113,1/17/2021 16:52:01,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1991,"Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico), Centro de investigación marina",Universidad,Ciencias Naturales y Exactas,Ciencias del mar,"Porque es necesario eliminar la brecha que está impuesta en la academia. Muchas veces, los investigadores, y hasta las investigadoras, tienen impuesta esta brecha (de forma consciente o inconsciente), incluyendo sobre las investigadoras que están recién partiendo sobre su carrera. Además, con la igualdad de género, se acabarán las brechas salariales y las investigadoras podrán optar a post natal y fuero maternal, lo que es muy difícil hoy en día, si se considera, además, el trabajo científico sin contrato ",TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,La progresion de la carrera de las mujeres desde las fases tempranas  y la incorporacion de la perspectiva de genero,-,-,-,-,-,TRUE,-,-,-,-,-,Formando laboratorios de investigacion compuestos y liderados por mujeres  para demostrar que pueden generar informacion de calidad y fidedigna  igual que cualquier otro laboratorio  Otra manera  es incorporando a los grupos de trabajo a mujeres que ya sean madres  para demostrar que su trabajo es igual de valioso antes y despues de decidir formar una familia,-,TRUE,TRUE,TRUE,-,-,-,-,-,-,En general  estoy muy conforme con mi laboratorio y mi grupo de estudio  Sin embargo  las instituciones en general  fallan  Por eso  se deberian realizar grupos de trabajos exclusivos para mujeres  para que se generen documentos que demuestren lo que ellas quieren y necesitan para investigaciones de calidad  Asi mismo  creo que es momento que todas las instituciones formen grupos de difusion exclusivos de mujeres  enfocados en niñas y adolescentes,-,-,-,TRUE,-,TRUE,-,TRUE,-,-
1114,1/17/2021 16:55:47,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1987,Independiente,No aplica,No responde,,"No la necesita. Quien tenga los méritos, que participe, sea hombre o mujer. ",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mujeres talentosas y capaces siempre podran abrirse camino  ,-,-,-,-,-,-,-,-,-,-,TRUE,No lo haria  Quien sea eficiente en el trabajo es quien se gana el puesto  ,-,-,-,-,-,-,-,-,-,-,Ninguna  ,-,-,-,-,-,-,-,-,-,-
1115,1/17/2021 16:58:01,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1966,1966,Universidad,Ciencias Médicas y de la Salud,Genética ,Para activa- y explicitamente reducir las brechas que limitan participación de las mujeres en CTCI. Para abordar investigación que incluya perspectivas de genero,TRUE,-,-,-,-,TRUE,-,TRUE,TRUE,-,TRUE,-,-,-,-,-,-,-,"1  Evaluaciones que prioricen la calidad de la investigacion por sobre la trayectoria del investigador
2  Por un tiempo  asignar puntajes extras a mujeres postulantes  no solo como criterio de “desempate” 
3  No asignar fondos a investigadores con antecedentes demostrados de haber ejercido acoso o maltrato",-,-,-,-,-,-,TRUE,TRUE,-,-,-,Mi area es salud  se podria recomendar  exigir   que los proyectos postulados  y tambien sus resultados  incluyan perspectivas de genero   tambien  si es aplicable  niños  niñas y adolescentes  temas en los que se realiza poca investigacion financiada promovida por ANID  gracias por preguntar ,TRUE,-,-,TRUE,TRUE,-,TRUE,-,-,-,Ademas de lo mencionado en los componentes de este eje  seria clave establecer redes de mentoria de mujeres en ciencia,-,-,-,-,-,-,-,-,-,-
1116,1/17/2021 17:10:38,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1982,Matrona,Institución Pública no relacionada con CTCI,Ciencias Médicas y de la Salud,,Porque hasta el momento el incentivo a estudiar ciencias y dedicarse posteriormente a ellas ha estado centrado en los niños y hombres.,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Potenciar la elaboracion de literatura infantil divertida con un trasfondo cientifico y con protagonistas femeninas,-,-,-,-,-,-,-,-,-,-,-,Potenciando la capacitacion,-,TRUE,-,-,-,-,-,-,-,-,Llevar una estadistica de los cargos gerenciales y de administracion de personal,-,-,TRUE,-,-,-,-,-,-,-
1117,1/17/2021 17:24:22,"Sí, autorizo.",Hombre,Masculino,X de Los Lagos,Sur,1991,"Estudiante, educación universitaria pregrado",Universidad,Ciencias Sociales,Salud,Para fomentar el respeto entre profecionales ,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Que no compitan con hombres,-,-,-,-,-,-,-,-,-,-,-,Clases de genero,-,-,-,-,-,-,-,-,-,-,Que mala encuesta,-,-,-,-,-,-,-,-,-,-
1118,1/17/2021 17:41:19,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1962,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Ciencias Biológicas,"Se necesita una política de igualdad de género no sólo en la CTCI sino en todos los ámbitos sociales. En el caso de la CTCI, se debe enfatizar la política en dos frentes: 1. En contagiar con el entusiasmo por la ciencia a niñas desde los más tempranos años en la escuela y el hogar. Es importante entregar modelos y evitar el desánimo de niñas que consideran una carrera científica pero que la ven como incompatible con una vida plena. 2. Es importante apuntar a evitar la salida de mujeres de la carrera científica en las etapas intermedias de dicha carrera (paso de estudiante o investigadora postdoctoral a posición permanente). Resueltos ambos temas, se podría implementar una política de paridad en los temas de financiamiento, dirección académica y de evaluación científica, promoción académica y posiciones de liderazgo.",TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,Para asegurar que las mujeres tengan igualdad de oportunidades para ejercer en posiciones de liderazgo  debe haber oportunidades previas para que lleguen a ser candidatas para ello  es decir  que el pool de seleccion tenga un balance de genero equilibrado  De otra manera  se corre el riesgo de seleccionar por genero en desmedro de las calificaciones profesionales  A igualdad de numero entre candidatos  y eliminando todo sesgo discriminatorio  se garantizaria el acceso paritario a los cargos de direccion  Dicho de otro modo  el garantizar el acceso proviene de garantizar el progreso en las carreras profesionales de las mujeres ,TRUE,-,TRUE,-,-,-,TRUE,-,-,-,-,Creo que lo critico es instalar un sistema que permita el desarrollo de la carrera academica o profesional que sea mas amplio en su definicion de exito  Aspectos usualmente no valorados  como el trabajo en equipo  la transdisciplinariedad  la amplitud tematica y el respeto a las miradas no convencionales de la disciplina  pueden ser mecanismos de tolerancia e inclusion ,-,-,-,-,-,-,-,-,-,-,Claramente  identificar las causas y los momentos en que las mujeres abandonan las carreras en Ciencias o aquellas en que pierden competitividad  Esto debe ser estudiado y se deben proponer medidas dirigidas especificamente a resolver este problema  ANTES de impulsar politicas de paridad en otros ambitos  Las medidas a impulsar en nuestra institucion pueden involucrar mecanismos que favorezcan la permanencia en la carrera como compensacion a nivel de evaluaciones y calificaciones academicas  disminucion de tareas no relacionadas con la investigacion  ej   docencia   compensaciones economicas  etc  Es importante dar espacio a que las mujeres puedan progresar en la carrera academica y que puedan alcanzar prestigio profesional a la misma velocidad de los hombres y esto requiere disminuir requisitos y alivianar la carga  Es decir  privilegiar sus posibilidades de desarrollar su curriculum a la par con los hombres ,-,TRUE,-,-,-,-,-,TRUE,-,-
1119,1/17/2021 18:11:39,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1986,Farmacéutica,Laboratorio farmacéutico,Ciencias Médicas y de la Salud,,Porque podría contribuir a disminuir brechas,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,La creacion de politicas que establezcan cuotas de genero por ejemplo,-,-,TRUE,-,-,-,-,TRUE,-,-,-,Creando cuotas minimas de genero en las diferentes areas de desempeño,-,-,-,-,-,-,-,-,-,-,Visibilizacion y educacion ,-,-,-,TRUE,-,-,-,-,-,-
1120,1/17/2021 18:24:08,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1989,Sin empleo,No aplica,Ciencias Sociales,Ingeniera Comercial ,"Para promover la igualdad de género, especialmente en un área donde actualmente están sub-representadas",TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Educar sobre discriminacion y penalizar estas conductas  especialmente en la etapa laboral,-,-,TRUE,TRUE,-,-,-,-,-,-,-,Redefinir las metricas economicas para que se valore el trabajo de cuidado  y este ultimo se reparta equitativamente ,-,-,-,-,-,-,-,-,-,-,Ademas de las mencionadas en eje 3  tener una politica de genero que sea conocida por todos y se lleve a la practica de manera efectiva y sea promovida por los niveles jerarquicos mas altos de la organizacion ,-,TRUE,TRUE,-,-,-,-,-,-,-
1121,1/17/2021 18:25:58,"Sí, autorizo.",Mujer,Femenino,XII de Magallanes,Austral,1981,"Divulgación/comunicación científica, Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Universidad,Ciencias Naturales y Exactas,Laboratorio,Porque debemos equiparar las brechas de género en ciencia,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Estos temas se deben fortalecer desde las universidades ligadas  donde las carreras ligadas en ciencia discutan y fortalezcan a los alumnos a empoderamiento de estos temas ,-,-,-,-,-,-,-,-,-,-,-,Trabajando en conjunto estatutos que permitan mas equidad de genero en investigacion  involucrando a la comunidad ,-,-,-,TRUE,-,-,-,-,-,-,Fortaleciendo al centro de equidad y genero de la universidad  que sea mas visible el trabajo que realizan para todos los departamentos de la institucion ,-,TRUE,-,-,-,-,-,-,-,-
1122,1/17/2021 18:31:20,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1959,Investigación y desarrollo (I+D),Universidad,Ciencias Médicas y de la Salud,Biología Celular,"Porque no se ha logrado un balance de géneros en el trabajo, puestos de poder, remuneraciones, etc.",-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,Asegurar la participacion permitiendo mas trabajo remoto donde sea posible para facilitar la compatibilidad de la carrera con la vida familiar  sobre todo para las mujeres mas jovenes  Promover el liderazgo de mujeres proveyendo mas apoyo de gestion para cargos de alta relevancia ,TRUE,TRUE,-,-,-,-,TRUE,-,-,-,-,No lo tengo claro,-,-,-,-,-,-,-,-,-,-,Monitorear con sistemas de manejo de datos efectivos el cumplimiento del balance de genero en todas los estamentos  jerarquias  puestos de direccion  etc  para apoyar y empoderar a las mujeres a ocupar cargos  liderar  y no abandonar sus carreras ,-,-,TRUE,-,-,-,-,-,-,-
1123,1/17/2021 18:37:10,"Sí, autorizo.",Mujer,Femenino,X de Los Lagos,Sur,1988,"Divulgación/comunicación científica, Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Empresa de base científico-tecnológica (empresas que realizan I+D de forma intensiva),Ciencias Médicas y de la Salud,,"Porque debemos potenciar los talentos, y estos están tanto en hombres como en mujeres. ",TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Castigos severos a quienes ejercen violencia de genero y discriminacion  Tener registro e historiales y ojala no hacer la vista gorda  Basta ya de abusos  Cualquier medida que se aplique  si se implementa en un lugar viciado  no dara resultado ,-,-,TRUE,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,Estudios psicologicos a quienes podran instituciones y proyectos  ya que son quienes mas ejercen estos tipos de violencia y discriminacion  Lideres hombre y mujeres ,-,TRUE,TRUE,-,-,-,TRUE,TRUE,-,-
1124,1/17/2021 19:05:53,"Sí, autorizo.",Hombre,esta pregunta es una estupidez,Metropolitana,RM,1982,"Transferencia tecnológica, Emprendimiento de base científico-tecnológico",Empresa de base científico-tecnológica (empresas que realizan I+D de forma intensiva),Ingeniería y Tecnología,Tecnologia/IT,"No lo necesita, solo necesita incentivo y a los mejores, esta pregunta tiene un sesgo implicito",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,Divulgacion educacion y no cuotas forzadas,-,-,-,TRUE,-,-,-,TRUE,-,-,-,No se debe aplicar  es ridiculo  poco cientifico y un flaco favor al conocimiento,-,-,-,-,-,-,-,-,-,TRUE,Ninguna  solo seleccionar por competencias,-,-,-,-,-,-,-,-,-,-
1125,1/17/2021 19:55:29,"Sí, autorizo.",Mujer,Femenino,Extranjero,Extranjero,1984,Investigación y desarrollo (I+D),Universidad,Ingeniería y Tecnología,,garantizar el desempeño de la mujer  en el area de investigacion y desarrollo,TRUE,-,-,-,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,Mejorando el porcentaje de adjudicacion en los concursos  especificamente en los inclusion en la academia y centros de investigacion   Estimulos en los programas de Becas,-,-,-,-,-,-,-,-,-,-,-,Aumentando en liderazgo de la mujer en la toma de decisiones  Equilibrio de genero en los equipos de investigacion ,-,-,TRUE,-,-,-,-,-,-,-,Equilibrio de genero en los equipos de investigacion   Financiacion especifica,-,-,-,-,-,-,-,-,-,-
1126,1/17/2021 19:55:56,"Sí, autorizo.",Mujer,Femenino,XIV de Los Ríos,Sur,1984,Profesional independiente,Independiente,Ciencias Sociales,Sociología,Porque las mujeres tienen desventajas para poder hacer investigación debido a las condiciones laborales y responsabilidad familiar,TRUE,-,-,-,-,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,Igualdad salarial  horarios laborales flexible resguardando la seguridad laboral y previsional,-,-,TRUE,-,-,-,-,-,-,-,-,Disolviendo la discriminacion de genero en relacion a las condiciones laborales junto con formar comunidades de aprendizaje entre mujeres,-,-,-,TRUE,-,-,-,-,-,-,Garantizando espacio de trabajo colaborativo  protegidos y que apoyen la conciliacion laboral y maternal  ,TRUE,-,-,-,-,-,TRUE,-,-,-
1127,1/17/2021 19:57:25,"Sí, autorizo.",Mujer,Prefiero no responder,V de Valparaíso,Centro,1979,Investigación y desarrollo (I+D),Organización no gubernamental (ONG),Ciencias Naturales y Exactas,Biofisica,Porque involucra a más del 50% de los habitantes del país. Esto tiene impacto social y económico. Además promueve la visibilizacion de personas relevantes en el desarrollo de CTCI. ,TRUE,-,-,-,TRUE,-,-,-,-,-,TRUE,TRUE,TRUE,-,-,-,-,-,Creo que puede haber multiples medidas posibles y no hay una receta  Cuotas de genero  obligatoriedad de paridad en bases de concursos  empoderar a las personas  dar reconocimiento y visibilizacion  Sancionar el acoso y abuso  de manera real  Abrir espacios en la academia  ,-,-,TRUE,-,-,-,-,TRUE,-,-,-,Deberia haber obligatoriedad en las instituciones de capacitarse en temas de genero y generar espacios que permitan participacion equitativa en el quehacer CTCI,-,-,TRUE,-,-,-,-,-,-,-,Instalar politica solida en igualdad de genero que se refleje en todos los ejes del quehacer CTCI  con evaluaciones de cumplimiento de metas y capacitacion  ,-,TRUE,-,TRUE,-,-,-,-,-,TRUE
1128,1/17/2021 20:08:36,"Sí, autorizo.",Hombre,Masculino,VIII del Biobío,Centro Sur,1970,Investigación y desarrollo (I+D),Universidad,Ciencias Naturales y Exactas,Biología Celular,Para corregir inequidades existentes.,TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,Que algunos minimos de paridad sean establecidos en las bases concursales ,-,-,TRUE,-,-,-,-,-,-,-,-," 1  Estableciendo minimos de paridad en las bases de postulacion y ejecucion de proyectos 
 2  Concientizando en el tema a traves de charlas  foros  etc ",-,-,-,TRUE,-,-,TRUE,-,-,-," 1  Estableciendo minimos de paridad en todas las instancias de formacion de grupos y eleccion de autoridades 
 2  Concientizando en el tema a traves de foros  charlas  etc ",-,TRUE,TRUE,-,TRUE,-,-,-,-,-
1129,1/17/2021 20:09:10,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1980,Investigación y desarrollo (I+D),Universidad,Ciencias Médicas y de la Salud,,"Porque es una deuda historica, que reconozca la contribucion que podemos hacer con una vision y manera distinta a los hombres. ",TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,A veces se declara que en caso de empate en una convocatoria  se privilegiara a las mujeres  Sin embargo  esto es insuficiente en un mundo donde los principales lideres cientificos son hombres  mas aun despues de la pandemia donde las mujeres hemos  retrocedido  o pausado nuestra carrera por atender a la familia ,-,-,-,-,-,-,TRUE,-,-,-,-,Proyectos dirigidos a estrechar las brechas  no solo en sus evaluaciones  Promover encuentro entre mujeres en diferentes etapas ,-,-,-,-,-,TRUE,TRUE,-,-,-,Porcentajes de contratacion femenina  promover postnatal repartido  replantear la evaluacion de la productividad cientifica  para todos   entre otros ,-,-,-,-,-,-,-,-,-,-
1130,1/17/2021 20:20:35,"Sí, autorizo.",Hombre,Masculino,Metropolitana,RM,1973,"Investigación y desarrollo (I+D), Transferencia tecnológica",Universidad,Ciencias Naturales y Exactas,Diseño de Fármacos,Si,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Contrataciones e inclusion de investigadoras en puestos claves donde se tomen decisiones ,-,-,-,-,-,-,-,-,-,-,-,Incluyendo esta mirada inclusiva en todo el quehacer diario del I+D+I,-,-,-,-,-,-,-,-,-,-,Generar politicas y directrices acorde a este fin   y asegurarse de hacer seguimiento ,-,-,-,-,-,-,-,-,-,-
